id,nama_tempat,kategori,kota,alamat,deskripsi,lat,long
457,Sentra Wisata Kuliner Semolowaru,Kuliner,Surabaya,"Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119","SWK atau Sentra Wisata Kuliner Semolowaru terletak di Semolowaru, kecamatan Sukolilo, Surabaya. Tempat sentra kuliner ini cukup luas dengan fasilitas-fasilitas yang ada di dalamnya cukup lengkap sama halnya di SWK-SWK lainnya di beberapa titik di kota Surabaya. Beberapa fasilitas tersebut adalah lapangan olah raga, toilet, mushala, dan tempat parkir yang luas. Pasalnya menu-menu yang dijual di deretan warung yang saling bersebelahan di sentra ini terbilang cukup lengkap ala makanan khas kuliner. Wisatawan dapat menjumpai rujak cingur, lontong balap, soto ayam, dan masih banyak lagi. Untuk minumannya juga beragam dan sentra ini bisa dijadikan sebagai tempat nongkrong.",-7.300783,112.77996
458,Sentra Wisata Kuliner Siola,Kuliner,Surabaya,"Jl. Tunjungan, Genteng, Kec. Genteng, Surabaya, Jawa Timur 60275","SWK ini berada di gedung siola, tepatnya berada di sebelah pintu pelayanan kepolisian, berseberangan dengan hotel double tree dan di bawah jembatan co-working space (koridor). Rata-rata makanan di SWK ini adalah makanan berat yang cocok untuk sarapan maupun makan siang. Harga makanan di SWK ini murah dengan rasa yang enak dan porsi yang banyak. Menu makanan di SWK ini sangat beragam mulai dari pangsit mie, penyetan, nasi campur, soto, dll. Buka selama 12 jam mulai dari pukul 9 pagi hingga 9 malam.",-7.256753,112.737601
459,Sentra Wisata Kuliner Siwalankerto,Kuliner,Surabaya,"Jl. Siwalankerto VIII No.1, Siwalankerto, Kec. Wonocolo, Surabaya, Jawa Timur 60236","Setiap sentra PKL di Kota Surabaya memiliki kuliner unggulan masing-masing. Kuliner unggulan inilah yang menjadi nilai jual pariwisata untuk sentra kuliner di Kota Surabaya. Di Sentra wisata kuliner Siwalankerto ini ada kuliner unggulannya dalam makanan olahan mie. Di sentra PKL Siwanakerto, terdapat 20 stan yang menawarkan aneka sajian kuliner. Hal istimewa, sentra PKL ini ramai pengunjung, terutama kalangan mahasiswa dan karyawan Universitas Kristen Petra yang lokasinya tidak jauh dari sentra PKL tersebut. Beroperasi setiap hari mulai pukul 09.00-16.00 WIB.",-7.340463,112.736086
460,Sentra Wisata Kuliner Sukomanunggal,Kuliner,Surabaya,"Jl. Sukomanunggal No, Sukomanunggal, Kec. Sukomanunggal, Surabaya, Jawa Timur 60188","Surabaya memiliki beberapa tempat sentra kuliner kaki lima yang bertebaran di berbagai sudut kota Surabaya. Salah satunya adalah sentra wisata kuliner Sukomanunggal, semacam pujasera dengan berbagai pilihan menu dengan harga terjangkau. Menyediakan beberapa fasilitas seperti kamar mandi, WiFi, dan tempat parkir yang gratis. Terkadang ketika malam minggu, akan ada live show orkes atau musik bergenre dangdut.",-7.2642750,112.6970170
461,Sentra Wisata Kuliner Taman Prestasi,Kuliner,Surabaya,"Jl. Ketabang Kali No.1, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272","Sentra Wisata Kuliner Taman Prestasi merupakan salah satu sentra kuliner di kota Surabaya. Tempat ini berlokasikan di Jl. Ketabang Kali No.37 Surabaya. Terdapat beberapa fasilitas untuk pengunjung yang telah disediakan. Ada free wifi, toilet, mushalla dan lahan parkir yang luas memanjang ke samping. Jika Anda berminat bisa dijadwalkan sesuai waktu luangnya. Jam operasiaonal Sentra Wisata Kuliner Taman Prestasi dimulai jam 07.00 sampai 22.00 WIB.",-7.262437,112.744709
462,Sentra Wisata Kuliner Urip Sumoharjo,Kuliner,Surabaya,"Jl. Urip Sumoharjo No.46-48, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271","Sentra Wisata Kuliner (SWK) Urip Sumoharjo atau yang lebih dikenal Foodcourt Urip Sumoharjo, terletak di Jalan Urip Sumoharjo No. 24 Surabaya. Letaknya berada di pusat perkotaan. Hal tersebut menjadi salah satu daya tarik bagi Saya untuk sekedar mencicipi masakan kuliner dengan nuansa berbeda. Sentra Wisata Kuliner Urip Sumoharjo berdekatan dengan dengan jalan Basuki rahmat. Pun sekitaran lokasi Wisata Kuliner (WK) syarat akan nuansa perkotaan, mulai dari kendaraan yang ramai, gedung-gedung tinggi, dan hiruk pikuk aktivitas warga. Oleh sebab itu, tak jarang Sentra Wisata Kuliner Urip Sumoharjo dihampiri warga, termasuk para jasa ojek online untuk sekedar ngopi, ngobrol bersama rekan, dan yang paling penting adalah mencicipi masakan kuliner Sentra Wisata Kuliner Urip Sumoharjo Surabaya. Bagi Anda, pengunjung Sentra Wisata Kuliner Urip Sumoharjo Surabaya yang membawa kendaraan tidak dikenakan parkir alias for free.",-7.2747120,112.7416270
463,Sentra Wisata Kuliner Wiyung,Kuliner,Surabaya,"MMPW+9X4, Wisata Kuliner Wiyung, Jalan Wiyung Pondok Indah, Wiyung, Kec. Wiyung, Surabaya, Jawa Timur 60228","Sentra wisata kuliner wiyung merupakan tempat sentra kuliner dengan bangunan yang terlihat berwarna atau colorful menyebabkan tempat ini cukup mudah untuk ditemukan. Wisata kuliner di daerah jalan raya menganti ini seperti pujasera yang lain, terdiri dari beberapa gerai makanan dan minuman. Memiliki beberapa fasilitas yaitu kamar mandi, WiFi, dan juga tempat parkir yang luas.",-7.3141020,112.6974290
464,Sentra Wisata Kuliner Wonorejo,Kuliner,Surabaya,"Jl. Raya Kendalsari No.70, Wonorejo, Kec. Rungkut, Surabaya","Sentra Kuliner Wonorejo merupakan salah satu andalan Pemerintah Kota Surabaya karena terletak dekat dengan ekowisata mangrove Wonorejo dan biasa dikenal dengan Sentra Kuliner Mangrove. Bangunan Sentra Kuliner Mangrove tergolong bagus dan rapi dengan konstruksinya terbuat dari kayu, termasuk lantai. Lampion menghiasi interior bangunan dan pemandangan yang segar karena dikelilingi pohon mangrove. Selain menyediakan tempat berjualan bagi PKL, sentra itu menjadi pusat makanan olahan ikan. Apalagi, sentra tersebut berada dalam satu kawasan dengan wisata mangrove.",-7.3124060,112.7887400
465,Soto Ayam Joni ,Kuliner,Surabaya,"Jl. Kertajaya, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur","Soto Ayam Joni adalah sebuah tempat makan yang terkenal di Surabaya, Indonesia, yang menghidangkan soto ayam yang lezat dan otentik. Terletak di lokasi yang strategis, tempat ini telah menjadi favorit di kalangan penduduk setempat dan pengunjung yang ingin mencicipi hidangan soto ayam yang khas. Soto Ayam Joni menawarkan hidangan soto ayam yang terbuat dari kaldu ayam yang kaya rasa, disajikan dengan daging ayam yang lembut, mie, dan berbagai bumbu dan rempah tradisional. Soto ayam ini biasanya disajikan dengan tambahan pelengkap seperti taoge, daun seledri, bawang goreng, jeruk nipis, dan sambal untuk meningkatkan cita rasa.",-7.2777690,112.7487323
466,Spikoe Resep Kuno,Kuliner,Surabaya,"Jl. Rungkut Madya No.41, Rungkut Kidul, Kec. Rungkut, Surabaya, Jawa Timur 60293","Spikoe Resep Kuno di Surabaya adalah sebuah tempat yang terkenal dengan kelezatan dan keaslian makanan kuno. Terletak di pusat kota Surabaya, tempat ini menjadi destinasi kuliner yang sangat dicari oleh pecinta makanan tradisional. Menu yang ditawarkan di Spikoe Resep Kuno Surabaya menghadirkan hidangan-hidangan khas yang diambil dari resep-resep turun temurun. Dari kue-kue tradisional, seperti lapis Surabaya, klepon, atau nagasari, hingga hidangan gurih seperti rawon atau soto, setiap hidangan diolah dengan hati-hati dan menggunakan bahan-bahan berkualitas tinggi. Kelezatan dan autentisitas rasa menjadi keunggulan utama dari tempat ini.",-7.3311105,112.7694110
467,Steak Hut Bukit Darmo Boulevard,Kuliner,Surabaya,"Jl. Mayjend. Jonosewojo No.8, Pradahkalikendal, Kec. Dukuhpakis, Surabaya, Jawa Timur 60226","Terletak di Jalan Mayjen Yono Suwoyo No 8, Pradahkalikendal, Kecamatan Dukuhpakis, Kota Surabaya, Jawa Timur terdapat salah satu restoran steak yang selalu ramai dan tentunya menjadi langganan orang Surabaya pada umumnya. Steak merupakan makanan yang terkenal dan tentunya sudah tidak lazim bagi kalangan masyarakat. Lokasi yang cukup strategis membuat restoran Steak Hut Boulevard ini selalu dipenuhi pengunjung. Steak Hut Boulevard hadir dengan suasana nyaman dan juga desain interior yang apik akan membuat wisatawan yang mengunjungi restoran ini akan berkeinginan untuk berlama-lama ketika berada di sini. Steak Hut ini menyajikan masakan Restoran Steak, Kafe, Internasional, Barbecue dan Makanan bakar lainnya. Bagi wisatawan yang sedang diet, tempat ini juga menyediakan pilihan menu makanan khusus diet mulai dari pilihan Vegan, Halal, hingga makanan Bebas Gluten.",-7.282569,112.683061
468,Tahu Campur Pak Sadak,Kuliner,Surabaya,"Jl. Mayjen Sungkono No.106, Pakis, Kec. Sawahan, Surabaya, Jawa Timur 60256","Buat kamu yang suka makan bubur ayam, jangan lewatkan untuk mencicipi lembutnya Bubur Ayam Spensix yang terkenal di Surabaya ini. Bubur Ayam Spensix Bang Salim atau yang dikenal dengan nama Bubur Ayam Spensix ini hanyalah gerobak berjalan yang kalau di atas jam 9 bisa-bisa sudah kehabisan. Bubur ini juga dikenal sebagai Bubur Spensix karena selain dekat dengan SMPN 6 Surabaya, yang julukannya adalah Spensix, juga karena siswa atau siswi SMP 6 akan mengerumuni gerobak ini setelah jam pelajaran olahraga. Bubur ayam ini tidaklah jauh berbeda dengan bubur ayam pada umumnya, dengan isi: bubur, cakwe, suwiran ayam, kacang kedelai, daun bawang, dan bawang goreng. Bubur ini tidak berkuah, orang-orang biasa menyebutnya bubur kering. Meskipun gerobak namun tetap ada tempat duduknya. Hanya saja terbatas. Biasanya di sekitar gerobak ada kursi-kursi plastik untuk pelanggan duduk dan makan, atau hanya sekedar menunggu pesanannya. Selain itu, terdapat juga tikar untuk duduk lesehan (duduk di bawah).",-7.2916370,112.7216070
469,Tahu Telor Pak Jayen,Kuliner,Surabaya,"Blok, Jl. Dharmahusada Indah I Blok C No.2, Mulyorejo, Surabaya, East Java 60115","Kuliner yang cukup laris dan harga nya pun terjangkau yakni tahu telor pak Jayen Surabaya. Tidak hanya dari kalangan mahasiswa, masyarakat berbagai kalangan dari para pejabat hingga karyawan pun sudah pernah mencicipi kuliner Surabaya ini. Jadi jangan heran ketika berkunjung kesana, Anda harus sabar menunggu demi mendapatkan antrian bahkan tempat duduk. Meskipun tampilan warung kurang memadai, kuliner di temapat sangat enak sehingga layak untuk dicoba.",-7.2721240,112.7738850
470,"VISMA | Coffee, Art & Co - Working Space",Kuliner,Surabaya,"Jl. Tegalsari No.35, Tegalsari, Kec. Tegalsari, Surabaya, Jawa Timur 60262","Visma Coffee merupakan paduan tiga unsur berbeda dalam satu tempat. Tak hanya berfungsi sebagai coffee shop, tempat ini juga tawarkan fasilitas co-working space dan galeri seni. Visma berdiri di atas lahan 1.000 meter persegi dengan mengkolabirasi tiga unsur. Diantaranya, Coffee House, Art Gallery dan Co Working Space. Sebelumnya, Vima merupakan tempat tinggal Teja yang kemudian menjadi lokasi galeri seni yang berdiri sejak tahun 2016. Lokasi ini cukup sering dimanfaatkan untuk pameran hasil karya seni hingga kini berkembang menjadi tempat berkumpul para pelaku industri kreatif.",-7.265977,112.738301
471,Warung Kane,Kuliner,Surabaya,"Keputih Perintis IV No.18, RT.005/RW.03, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111","Warung Kane merupakan sebuah warung unik yang ada di daerah keputih. Makanan nya enak, terjangkau, yang jadi poin utama adalah pelayanan yang sangat ramah. Menu yang ditawarkan juga cukup variatif, mulai jenis sayur, lauk seperti ayam, tempe, telur, omellete, tahu dan sejenisnya, hingga pelengkap seperti mie goreng, mie bihun dan beberapa minuman seperti es teh (normal dan jumbo) dan minuman lainnya. Warung ini juga menjadi salah satu warung favorit mahasiswa ITS dan kampus sekitarnya karena memiliki menu yang bervariasi tadi dan harganya yang ramah di kantong.",-7.2886680,112.7968528
472,Warung Mak Eco,Kuliner,Surabaya,"Jl. Mulyorejo Selatan No.68, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116","Warung Makan Mak Eco merupakan warung yang menawarkan makanan dengan harga yang terjangkau. Berlokasi di jalan Mulyorejo Selatan 68 Surabaya, warung sederhana ini selalu ramai didatangi oleh pembeli kalangan mahasiswa ataupun pelajar di sekitarnya. Tempat makan ini buka mulai dari jam 8 pagi hingga 9 malam.",-7.2780960,112.7773460
473,Yoi Kona MERR,Kuliner,Surabaya,"Jl. Dr. Ir. H. Soekarno, Rungkut Kidul, Rungkut, Surabaya, East Java 60293","Yoi Kana merupakan sebuah obyek wisata berupa sajian kuliner dengan tempat nongkrong atau kafe yang mengusung konsep ala jepang kekinian di Merr, Rungkut, Surabaya. Terdapat pilihan tempat untuk menikmati hidangan yaitu indoor dan outdoor. Selain itu, pada bangunan utama cafe terdapat lantai dua dengan konsep outdoor. Desain cafenya instagrammable bernuansa ala Jepang. Tempat duduknya juga banyak dan ditata dengan bagus sehingga terlihat aesthetic. Tidak hanya untuk minum kopi ataupun nongkrong santai, disini anda juga bisa berfoto-foto dengan latar cafe yang instagrammable. Pada tempat-tempat duduk yang ada disini juga sudah dilengkapi dengan fasilitas colokan listrik yang dapat anda manfaatkan mencharge handphone ataupun laptop ketika berkunjung kesini.",-7.327413,112.781175
474,Darmo Trade Center (DTC),Pusat Perbelanjaan,Surabaya,"Jl. Wonokromo, Jagir, Kec. Wonokromo, Surabaya, Jawa Timur 60244","Darmo Trade Center adalah salah satu pusat perbelanjaan di Surabaya dengan penggabungan konsep pasar tradisional dan modern. Di sini terdapat banyak pedagang pracangan dan juga pedagang kebutuhan sehari-hari. DTC terkenal di kalangan para remaja sebagai pusat penjualan baju distro dengan harga miring. Pasar tradisional Wonokromo berdiri di atas bangunan DTC saat ini sejak tahun 1955. Tahun 2002, pasar ini terbakar, menyebabkan pedagang direlokasi di lahan kosong milik PT Pakuwon Jati di Jalan Ahmad Yani. Semenjak insiden tersebut, pasar ini mulai dipugar dan direnovasi dengan ide konsep pasar tradisional berpadu dengan trade center.",-7.3020780,112.7381080
475,Galaxy Mall Surabaya,Pusat Perbelanjaan,Surabaya,"Jl. Dharmahusada Indah Timur No.35-37, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115","Galaxy Mall adalah pusat perbelanjaan di Surabaya. Mal ini didirikan tahun 1996. Mall ini terdiri dari 3 bagian, yaitu : Galaxy Mall I, II dan III. Galaxy Mall merupakan family mall yang berkonsep untuk menyediakan seluruh kebutuhan keluarga dalam satu tempat.",-7.2746810,112.7821750
476,Hi - Tech Mall Surabaya,Pusat Perbelanjaan,Surabaya,"Jl. Kusuma Bangsa, Tambaksari, Kec. Tambaksari, Surabaya, Jawa Timur 60136","Hi-Tech Mall adalah sebuah pusat perbelanjaan di Jalan Kusuma Bangsa di Tambaksari, Surabaya, dibangun sebagai bagian dari pengembangan Taman Hiburan Rakyat Surabaya yang legendaris dan berdiri di bekas lahan Pasar Malam. Mal yang kini dikelola oleh Pemerintah Kota Surabaya ini menawarkan beragam perangkat teknologi informasi mulai dari laptop, aksesoris laptop, hingga printer. Pusat pertokoan yang berdiri sejak tahun 2009 dan menampung sekitar 1000 pedagang elektronik ini dikelola oleh PT Sasana Boga bekerja sama dengan Pemerintah Kota Surabaya.",-7.2523250,112.7499340
477,ITC Mega Grosir Surabaya,Pusat Perbelanjaan,Surabaya,"Jl. Gembong No.20 - 30, Kapasan, Kec. Simokerto, Surabaya, Jawa Timur 60141","Menempati lahan seluas 4 Ha, Pusat Perbelanjaan ITC Mega Grosir didirikan pada tahun 2006. ITC Surabaya adalah salah satu favorit tujuan wisatawan yang ingin berwisata belanja di Surabaya. Aneka produk bisa dibeli secara retail maupun grosir dengan harga khusus. Di ITC Surabaya ada 1 lantai khusus dimana semua penjualnya menjual batik. Dan yang terbaru disini juga semakin ramai karena menjadi sentra ekektronik.",-7.2415410,112.7460670
478,Jembatan Merah Plaza,Pusat Perbelanjaan,Surabaya,"Jl. Taman Jayengrono No.2, Krembangan Sel., Kec. Krembangan, Surabaya, Jawa Timur 60175","Jembatan Merah Plaza atau biasa disingkat dengan JMP adalah salah satu pusat perbelanjaan yang berdiri sekitar tahun 1997. JMP juga menjadi toko jujugan para tengkulak untuk berbelanja. Disini juga terkenal dengan stan-stan toko tekstil disini juga banyak dengan macam kain-kain yang beragam. Selain itu juga terdapat penjahit-penjahit pakaian membua stan disini. Dilengkapi dengan tempat makanan dan area parkir yang cukup luas, JMP semakin nyaman untuk dikunjungi.",-7.2343990,112.7376490
479,Lagoon Avenue Mall Sungkono,Pusat Perbelanjaan,Surabaya,"Blok RA No. Kav 9-10, Jl. KH Abdul Wahab Siamin Surabaya, Putat Gede, Kec. Dukuhpakis, Surabaya, Jawa Timur 60225","Lagoon Avenue Mall Sungkono (LAVE Mall)adalah Lifestyle Mall yang terletak di kawasan superblok Grand Sungkono Lagoon dengan tema unsur alam di sekitarnya. Atap skylight akan membawa nuansa outdoor ke dalam ruangan, dan kafe terapung, di mana orang dapat menikmati makan dengan pemandangan laguna. Berlokasi strategis di persimpangan kawasan CBD Jalan HR Muhammad - Mayjend Sungkono Surabaya dan dekat Gerbang Tol Satelit, Lagoon Avenue Sungkono dapat dengan mudah diakses tidak hanya untuk masyarakat yang tinggal di Surabaya Barat dan Tengah, tetapi juga masyarakat dari Surabaya Utara dan Selatan melalui Satelit Jalan tol.",-7.2896730,112.7066740
480,Mirota Batik & Handicraft Surabaya,Pusat Perbelanjaan,Surabaya,"Jl. Sulawesi No.24, Ngagel, Kec. Wonokromo, Surabaya, Jawa Timur 60246","Mirota Handicraft Shop atau Mirota Batik merupakan salah satu toko batik dan kerajinan yang cukup dikenal karena adalah sebuah tempat butik semarak dengan pakaian berwarna cerah, perlengkapan rumah tangga & suvenir, plus kafe santai. Nama Mirota diambil dari singkatan kata minuman, roti, dan tart. Toko batik ini menawarkan berbagai macam jenis kain dan motif batik khas Indonesia dan berbagai daerah di Provinsi Jawa Timur. Toko batik ini juga menyediakan kebaya, kain batik, kaftan batik, batik kombinasi brokat dan batik kombinasi polos. Selain itu, di Mirota Batik juga tersedia souvenir, mulai dari ukiran kayu, kain batik, perhiasan perak dan batu akik. Tidak ketinggalan gantungan kunci dan ukiran topeng. Ada juga dupa, aromatherapy dan masker khas dari Bali. Bagi yang suka mengoleksi perangko dan uang keluaran lama juga bisa cari disini.",-7.2769390,112.7471300
481,Pakuwon Mall dan Pakuwon Trade Center Surabaya,Pusat Perbelanjaan,Surabaya,"Jl. Raya Lontar No.2, Babatan, Kec. Wiyung, Surabaya, Jawa Timur 60123","Pakuwon Mall Surabaya atau Pakuwon Mall atau biasa disingkat PM (sebelumnya bernama Supermal Pakuwon Indah) adalah pusat perbelanjaan terbesar di Indonesia dengan luas NLA sebesar 200.000 m2. Pusat perbelanjaan ini berdampingan dan menyatu dengan pusat pertokoan Pakuwon Trade Center (atau biasa disingkat PTC). Pusat perbelanjaan ini terletak di Jalan Puncak Indah Lontar no 2, Kompleks Perumahan Pakuwon Indah, Kota Surabaya dan merupakan bagian dari Pakuwon Indah Superblock dengan total luas 30 hektar, tepat di pusat CBD Surabaya Barat.",-7.290698,112.674248
